Schedule End Date_x,Schedule Start Date_x,Platform_x,Ad Type_x,Lifetime Budget_x,Campaign ID,Campaign Name_x,Clicks,Day,Impressions,Platform ID_x,Promoted Brand ID_x,Promoted Class Name_x,Promoted Class Number_x,Promoted Dept Name_x,Promoted Dept Number_x,Promoted OMSID Description_x,Promoted OMSID Number_x,Promoted PVendor Number_x,Promoted Reporting Brand_x,SPA ROAS,SPA Sales_x,Spend,index_x,Promoted OMSID,Schedule End Date_y,Schedule Start Date_y,Platform_y,Ad Type_y,Lifetime Budget_y,Campaign Name_y,Customer Type,Platform ID_y,Promoted Brand ID_y,Promoted Class Name_y,Promoted Class Number_y,Promoted Dept Name_y,Promoted Dept Number_y,Promoted OMSID Description_y,Promoted OMSID Number_y,Promoted PVendor Number_y,Promoted Reporting Brand_y,Purchased Class Name,Purchased Class Number,Purchased Dept Name,Purchased Dept Number,Purchased OMSID Description,Purchased OMSID Number,Purchased SKU Description,Purchased SKU Number,SPA Sales_y,Transaction Type,index_y,Purchased OMSID
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-28,117,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,0.0,12625,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-28,211,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,2.97,12635,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-27,139,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,2.99,12670,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-27,157,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.03,12687,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-27,172,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.07,12699,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-26,158,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.91,12723,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-26,150,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.06,12742,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",7,2025-07-26,120,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,6.21,12751,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-25,124,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,2.68,12795,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-25,103,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,2.2,12821,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-25,180,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,2.48,12842,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-24,117,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.1,12860,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",4,2025-07-24,88,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,4.24,12864,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-24,95,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,3.21,12873,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",5,2025-07-23,122,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,28.5436893204,147.0,5.15,12937,332305496,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496.0,GRANBY II 52 IN. DIMMABLE LED INDOOR,1013372448.0,147.0,Online,1590.0,332305496
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",7,2025-07-23,170,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,22.759601707,160.0,7.03,12955,319866441,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Pro,4081073.0,3378.0,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441.0,KARTER 52 IN. DIMMABLE LED INDOOR/OU,1007511961.0,160.0,Online,1606.0,319866441
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-23,162,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.45,12956,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-22,54,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,1.1,13005,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-22,43,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,0.0,13006,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-22,95,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,0.0,13019,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-21,61,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.1,13041,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-21,61,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,3.24,13063,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-21,88,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.09,13095,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-20,84,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,0.96,13114,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-20,66,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,34.2741935484,85.0,2.48,13156,319866441,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Biscay 52 in. Integrated LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",321677153.0,BISCAY 52 IN. INTEGRATED LED INDOOR/,1008193881.0,45.0,Online,1718.0,321677153
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-20,66,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,34.2741935484,85.0,2.48,13156,319866441,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Daisy 45 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",321750903.0,DAISY 45 IN. DIMMABLE LED INDOOR/OUT,1008245039.0,40.0,Online,1720.0,321750903
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-20,119,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,0.48,13160,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-19,54,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,1.04,13172,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-19,91,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.85,13183,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-19,54,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.0,13188,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-18,51,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,0.0,13244,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-18,57,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,0.0,13271,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-18,78,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,204.5454545455,180.0,0.88,13275,328396946,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Biscay 52 in. Integrated LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",321677153.0,BISCAY 52 IN. INTEGRATED LED INDOOR/,1008193881.0,180.0,Online,1826.0,321677153
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-17,82,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,0.85,13287,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-17,70,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,1.49,13328,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-17,81,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.1,13343,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-16,84,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,0.0,13369,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",2,2025-07-16,100,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,1.71,13378,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-16,90,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,1.74,13408,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",0,2025-07-15,55,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,,,0.0,13449,332305496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",3,2025-07-15,74,4081073,3378,,,,,"Karter 52 in. Dimmable LED Indoor White Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",319866441,883470,CARRO,,,3.04,13458,319866441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-15,85,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,0.24,13478,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-14,73,4081073,3378,,,,,"Finley II 52 in. Dimmable LED Indoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa and Google Home",328396946,883470,CARRO,,,0.86,13489,328396946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-14,54,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,227.1028037383,243.0,1.07,13494,332305496,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Voyager 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",322060295.0,VOYAGER 52 IN. DIMMABLE LED INDOOR/O,1008361778.0,81.0,Online,1961.0,322060295
"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,92099,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",1,2025-07-14,54,4081073,3378,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496,883470,CARRO,227.1028037383,243.0,1.07,13494,332305496,"Feb 01, 2026","Jun 18, 2025",ONSITE,PLA,4899.27,"NS523K-L12-W1($1.1/$90)061825(Del NS525B5-L11-B2-1G-FM,$60,080525)(Del NS523F-L12-B2-1,usd30,090325)",Consumer,4081073.0,3378.0,,,,,"Granby II 52 in. Dimmable LED Indoor/Outdoor Black DC Motor Smart Ceiling Fan w/Light/Remote, Works w/Alexa/Google Home",332305496.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Voyager 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",320292969.0,VOYAGER 52 IN. DIMMABLE LED INDOOR/O,1007691889.0,162.0,Online,1962.0,320292969
