Schedule End Date_x,Schedule Start Date_x,Platform_x,Ad Type_x,Lifetime Budget_x,Campaign ID,Campaign Name_x,Clicks,Day,Impressions,Platform ID_x,Promoted Brand ID_x,Promoted Class Name_x,Promoted Class Number_x,Promoted Dept Name_x,Promoted Dept Number_x,Promoted OMSID Description_x,Promoted OMSID Number_x,Promoted PVendor Number_x,Promoted Reporting Brand_x,SPA ROAS,SPA Sales_x,Spend,index_x,Promoted OMSID,Schedule End Date_y,Schedule Start Date_y,Platform_y,Ad Type_y,Lifetime Budget_y,Campaign Name_y,Customer Type,Platform ID_y,Promoted Brand ID_y,Promoted Class Name_y,Promoted Class Number_y,Promoted Dept Name_y,Promoted Dept Number_y,Promoted OMSID Description_y,Promoted OMSID Number_y,Promoted PVendor Number_y,Promoted Reporting Brand_y,Purchased Class Name,Purchased Class Number,Purchased Dept Name,Purchased Dept Number,Purchased OMSID Description,Purchased OMSID Number,Purchased SKU Description,Purchased SKU Number,SPA Sales_y,Transaction Type,index_y,Purchased OMSID
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",0,2025-09-29,143,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,0.0,0,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-29,217,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,60.2327104723,293.3333,4.87,23,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",14,2025-09-29,1197,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,12.9,44,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",30,2025-09-28,1632,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,27.61,87,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-28,161,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,1.72,106,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-28,249,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,3.25,115,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-27,119,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,1.3,163,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",19,2025-09-27,1224,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,17.25,182,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",5,2025-09-27,241,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,3.57,205,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",0,2025-09-26,87,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,0.0,236,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",12,2025-09-26,1022,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,11.43,248,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",14,2025-09-26,251,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,11.79,252,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-25,108,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,1.88,277,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",8,2025-09-25,352,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,4.01,307,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",4,2025-09-25,196,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,38.5454545455,106.0,2.75,326,319130201,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201.0,TRENDSETTER 52 IN. DIMMABLE LED INDO,1007081133.0,72.0,Online,63.0,319130201
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",4,2025-09-25,196,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,38.5454545455,106.0,2.75,326,319130201,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Trendsetter 48 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319129282.0,TRENDSETTER 48 IN. DIMMABLE LED INDO,1007081131.0,34.0,Online,73.0,319129282
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",8,2025-09-24,405,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,12.8593040847,85.0,6.61,353,317838468,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Pro,370662.0,3378.0,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,ASPEN 52 IN. DIMMABLE LED INDOOR/OUT,1006664217.0,85.0,Online,92.0,317838468
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-24,193,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,1.78,358,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",0,2025-09-24,151,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,0.0,412,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",4,2025-09-23,439,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,56.4459930314,162.0,2.87,432,317838468,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Voyager 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",320292970.0,VOYAGER 52 IN. DIMMABLE LED INDOOR/O,1007691890.0,162.0,Online,120.0,320292970
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-23,168,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,4.87,434,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",9,2025-09-23,219,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,6.39,469,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",8,2025-09-22,701,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,48.8549618321,320.0,6.55,504,318938264,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Apex 52 in. Integrated LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",321936668.0,APEX 52 IN. INTEGRATED LED INDOOR/OU,1008292818.0,180.0,Online,148.0,321936668
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",8,2025-09-22,701,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,48.8549618321,320.0,6.55,504,318938264,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264.0,VETER 56 IN. DIMMABLE LED INDOOR/OUT,1006988825.0,140.0,Online,153.0,318938264
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-22,251,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,43.8478747204,196.0,4.47,514,319130201,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Trendsetter 60 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",321600350.0,TRENDSETTER 60 IN. DIMMABLE LED INDO,1008175040.0,196.0,Online,134.0,321600350
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",26,2025-09-22,2371,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,25.15,540,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-21,270,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,3.8192592593,16.4992,4.32,557,319130201,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Essex 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",319731550.0,ESSEX 52 IN. DIMMABLE LED INDOOR/OUT,1007511690.0,16.4992,Online,206.0,319731550
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-21,223,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,2.0,565,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",34,2025-09-21,1759,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,5.195599022,170.0,32.72,581,317838468,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,ASPEN 52 IN. DIMMABLE LED INDOOR/OUT,1006664217.0,170.0,Online,204.0,317838468
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",22,2025-09-20,1934,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,7.2358900145,150.0,20.73,615,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",7,2025-09-20,263,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,3.78,640,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",3,2025-09-20,265,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,2.56,642,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",2,2025-09-19,255,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,,,1.96,711,318938264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",4,2025-09-19,175,370662,3378,,,,,"Trendsetter 52 in. Dimmable LED Indoor/Outdoor White Smart Ceiling Fan with Light and Remote, Works w/Alexa/Google Home",319130201,883470,CARRO,,,2.31,716,319130201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",18,2025-09-19,1023,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,,,14.99,748,317838468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",6,2025-09-18,316,370662,3378,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468,883470,CARRO,57.9545454545,255.0,4.4,767,317838468,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Aspen 52 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",317838468.0,ASPEN 52 IN. DIMMABLE LED INDOOR/OUT,1006664217.0,255.0,Online,286.0,317838468
"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,54704,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",1,2025-09-18,269,370662,3378,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264,883470,CARRO,139.0476190476,146.0,1.05,801,318938264,"Feb 01, 2026","Feb 21, 2025",ONSITE,PLA,19602.04,"HS523Q-L12-W1-1+S525J1-L11-B5-1+HS563B3-L22-B5-1($1.05/$110)022125（Del HS525E2-L11-B2-1G,$90,081925)",Consumer,370662.0,3378.0,,,,,"Veter 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318938264.0,883470.0,CARRO,027-020-CEILING FANS,027-020,27L-LIGHTING,27L,"Brently 56 in. Dimmable LED Indoor/Outdoor Black Smart Ceiling Fan with Light and Remote, Works with Alexa/Google Home",318474903.0,BRENTLY 56 IN. DIMMABLE LED INDOOR/O,1006795374.0,146.0,Online,277.0,318474903
